,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
144,Hiện Tượng Con Người,https://salt.tikicdn.com/cache/280x280/media/catalog/product/h/i/hien-tuong-con-nguoi-bia-1.u5102.d20170405.t142453.503427.jpg,Đại học – cao đẳng – thcn,Pierre Teilhard De Chardin,"Hiện Tượng Con Người Pierre Teilhard de Chardin sinh năm 1881 tại vùng Auvergne của Pháp, mất năm 1955. Ông là một học giả rất đặc biệt, vì ngoài việc là một nhà cổ sinh vật học nổi tiếng với việc th...",145000,NXB Tri Thức,2017-03-01 00:00:00,12 x 20 cm,Bìa mềm,564,,,,,
145,Giáo Trình Địa Chất Công Trình,https://salt.tikicdn.com/cache/280x280/ts/product/82/d7/f9/609c4a51d3009d2909de9daaf16b62b1.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,Giáo trình Địa chất công trình: Phần 1 được biên soạn nhằm cung cấp cho các bạn những kiến thức về đất đá; kiến tạo địa chất; lịch sử phát triển của vỏ trái đất; các tính chất vật lý của đất đá; các t...,165600,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,365,,,,,
146,Để Viết Phóng Sự Thành Công,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img884_11.jpg,Đại học – cao đẳng – thcn,Huỳnh Dũng Nhân,"Để Viết Phóng Sự Thành Công Từ những kinh nghiệm của một nhà báo viết phóng sự chuyên nghiệp, cùng với quá trình thỉnh giảng tại khoa Báo chí và Truyền thông, trường Đại học KHXH & NV TP.HCM, nhà...",67800,NXB Tổng Hợp,2016-01-29 00:00:00,14.5  x 20.5 cm,Bìa mềm,395,,,,,
147,Hóa học hữu cơ Tập 2 ( Đặng Như Tại - Ngô Thị Thuận ) Tặng kèm 1 tẩy hình con vật và 1 bookmark,https://salt.tikicdn.com/cache/280x280/ts/product/8d/e1/db/7815476d2657faa9d0f26a59ed2e31b1.jpg,Đại học – cao đẳng – thcn,GS. TSKH Ngô Thị Thuận,"Hóa học hữu cơ Tập 2 ( Đặng Như Tại - Ngô Thị Thuận ) Tái bản lần thứ tưgiáo trình này được dùng làm tài liệu học tập cho sinh viên các trường đại học,  ...",200000,Nhà xuất bản Giáo dục Việt Nam,2018-11-02 18:55:48,<p>19x27</p>,Bìa mềm,713,,,,,
148,Giáo Trình Luật Tố Tụng Hình Sự Việt Nam,https://salt.tikicdn.com/cache/280x280/ts/product/ef/38/63/4a38ec7336a502fbb88c22fc60ccd16c.png,Đại học – cao đẳng – thcn,nhieu tac gia,Sách: Giáo Trình Luật Tố Tụng Hình Sự Việt NamTác giả: PGS. TS. Nguyễn Ngọc Chí - TS. Lê Lan Chi (Đồng chủ biên)Nhà xuất bản: NXB Đại Học Quốc Gia Hà NộiNhà phát hành: Trung Tâm Kinh Doanh Xuất Bả...,175500,Trung Tâm Kinh Doanh Xuất Bản Và Phát Hành Sách,,,Bìa mềm,650,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
149,Giáo Trình Xây Dựng Ứng Dụng Web Cho Thương Mại  Điện Tử Trên Netbeans,https://salt.tikicdn.com/cache/280x280/ts/product/b6/e7/34/b3a5bdb12ead53db29871d1f945351fc.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,Cuốn giáo trình Giáo Trình Xây Dựng Ứng Dụng Web Cho Thương Mại Điện Tử Trên Netbeans được biên soạn dựa trên cơ sở kinh nghiệm nhiều năm trong công tác giảng dạy các môn học chuyên ngành trong đào tạ...,132800,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,288,,,,,
150,Giáo Trình Pháp Luật Về Thị Trường Chứng Khoán,https://salt.tikicdn.com/cache/280x280/ts/product/6a/ba/81/6c1fa9c298f8bd85fb7d6d3ffe799a69.jpg,Đại học – cao đẳng – thcn,PGS. TS. Lê Thị Thu Thủy,"            Giáo Trình Pháp Luật Về Thị Trường Chứng Khoán        Thị trường chứng khoán là thị trường tài chính đặc biệt, có vai trò quan trọng đối với sự phát triển của nền kinh tế ở các    q...",141000,NXB Đại Học Quốc Gia Hà Nội,2017-01-01 00:00:00,16 x 24 cm,Bìa mềm,571,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
151,Giáo Trình Kinh Tế Xây Dựng,https://salt.tikicdn.com/cache/280x280/ts/product/63/0b/a2/d1f6a846b4d82f2dff0f4886c3a96d8e.jpg,Đại học – cao đẳng – thcn,ThS. Nguyễn Thu Hương,"Giáo trình dành cho môn Kinh tế xây dựng, về những khái niệm cơ bản và những vấn đề kinh tế trong ngành Xây dựng....",179900,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27,Bìa mềm,390,,,,,
152,Sức Bền Vật Liệu,https://salt.tikicdn.com/cache/280x280/ts/product/37/31/d2/d05a845f50cafdac7a72304fe03750b6.jpg,Đại học – cao đẳng – thcn,GS.TSKH. Nguyễn Văn Liên,Hiểu biết các kiến thức cơ bản của sức bền vật liệu là yêu cầu cực kỳ quan trọng và là nền tảng kiến thức cốt lõi cho các môn học chuyên ngành trong chương trình đào tạo kỹ sư nói chung và kỹ sư xây d...,400400,NXB Xây Dựng,2021-01-01 00:00:00,19 x 27 cm,Bìa mềm,824,Nhà Xuất Bản Xây Dựng,,,,
153,Danh Pháp Hợp Chất Hữu Cơ,https://salt.tikicdn.com/cache/280x280/ts/product/36/f9/85/d3de75819703e83be606162e7f4af6cd.png,Đại học – cao đẳng – thcn,nhieu tac gia,Sách: Danh Pháp Hợp Chất Hữu CơNhà phát hành: Công Ty Cổ Phần Sách Đại Học - Dạy NghềNhà xuất bản: NXB Giáo Dục Việt NamTác giả: Trần Quốc Sơn (Chủ biển) – trần Thị Tửu...,49000,Nhà xuất bản Giáo dục Việt Nam,,,Bìa mềm,248,Nhà Xuất Bản Giáo Dục Việt Nam,,,,
154,Giáo Trình Chi Tiết Và Cơ Cấu Máy,https://salt.tikicdn.com/cache/280x280/ts/product/8a/08/38/423f915d0fe985146e872723d1bf377e.jpg,Đại học – cao đẳng – thcn,PGS.TS.Nguyễn Trọng Hùng,"Khoa học kỹ thuật ngày càng phát triển thì máy móc được sử dụng ngày càng nhiều với trình độ cơ khí và tự động hoá càng cao. Song từ một chiếc máy đơn giản đến một cổ máy phức tạp, hiện đại, bất kỳ mộ...",156600,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27,Bìa mềm,360,,,,,
155,Giáo Trình Xử Lý Tín Hiệu Số,https://salt.tikicdn.com/cache/280x280/ts/product/a4/8d/59/cf5feb97e9c0f3e386173d154ce55ef4.jpg,Đại học – cao đẳng – thcn,TS. Huỳnh Nguyễn Bảo Phương,"Hiện nay xử lý tín hiệu số đã trở nên một ứng dụng cơ bản cho kỹ thuật mạch tín hợp hiện đại với các chip có thể lập trình ở tốc độ cao. Vì vậy, xử lý tín hiệu số được ứng dụng trong nhiều lĩnh vực kh...",101700,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,224,,,,,
156,Lịch Sử Triết Học Đại Cương,https://salt.tikicdn.com/cache/280x280/ts/product/77/d5/e1/8467c9f73a813559824e2cea548dccb1.png,Đại học – cao đẳng – thcn,PGS. TS. Đỗ Minh Hợp,Sách: Lịch Sử Triết Học Đại CươngTác giả: Đỗ Minh HợpNhà phát hành: Công Ty Cổ Phần Sách Đại Học - Dạy NghềNhà xuất bản: NXB Giáo Dục Việt Nam...,68000,Công Ty Cổ Phần Sách Đại Học - Dạy Nghề,,,Bìa mềm,396,Nhà Xuất Bản Giáo Dục Việt Nam,,,,
157,Lý Thuyết Bê Tông,https://salt.tikicdn.com/cache/280x280/ts/product/97/6e/f9/3f9c7139fc6e9b8f416f83428302f965.jpg,Đại học – cao đẳng – thcn,"PGS.TS. Nguyễn Như Quý,ThS. Mai Quế Anh",Lý thuyết bê tôngVào những thập niên cuối của thế kỷ XX đất nước bước sang thời kỳ đổi mới. Ngành công nghiệp xây dựng Việt Nam phát triển mạnh. Đầu tư cho ngành xây dựng để phát triển cơ sở hạ tầng ...,98800,NXB Xây Dựng,,17 x 24 cm,Bìa mềm,210,Nhà Xuất Bản Xây Dựng,,,,
158,Giáo Trình Quản Lý Dịch Vụ Ô Tô,https://salt.tikicdn.com/cache/280x280/ts/product/35/8c/c4/7cc53a3495f5e4bb110925ae9204a5e5.jpg,Đại học – cao đẳng – thcn,PGS.TS. Nguyễn Thanh Tuấn," Lời nói đầuChương 1. Khái quát về quản lý dịch vụ ô tô1.1. Khái niệm về hãng, đại lý ô tô 1.2. Mục tiêu của đại lý1.3. Chức năng hoạt động của các đại lý ô tô1.3.1. Việc phân phối,...",104400,NXB Xây Dựng,2019-07-01 00:00:00,17 x 24 cm,Bìa mềm,220,,,,,
159,Chính Thể Đại Diện,https://salt.tikicdn.com/cache/280x280/media/catalog/product/3/-/3-chinh-the-dai-dien.u5168.d20170710.t135623.494628.jpg,Đại học – cao đẳng – thcn,John Stuart Mill," Chính Thể Đại Diện  Chính Thể Đại Diện (Representative government), Bàn Về Tự Do (On Liberty) và Chủ Nghĩa Công Lợi (Utilitarianism) là ba tác     phẩm được chọn lựa như các tác phẩm tiêu biểu của J...",128980,NXB Tri Thức,2013-01-01 00:00:00,12 x 20 cm,Bìa mềm,580,,,,,
160,Lịch Sử Của Tính Hiện Đại,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/0/10-lich-su-cua-tinh-hien-dai.u5168.d20170710.t144612.107036.jpg,Đại học – cao đẳng – thcn,Jacques Attali," Lịch Sử Của Tính Hiện Đại   “Truy tìm những nghĩa lắt léo khác nhau của tính hiện đại trong những nền văn minh khác nhau, trong những ngôn ngữ khác         nhau, trong nhiều thời đại khác nhau, tron...",75000,NXB Tri Thức,2017-01-01 00:00:00,13 x 20.5 cm,Bìa mềm,264,,Hiếu Tân,,,
161,Giáo Trình Kinh Tế Xây Dựng,https://salt.tikicdn.com/cache/280x280/ts/product/f3/b7/52/6db7190b389b20bd84d74f9afed32404.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,"Giáo Trình Kinh Tế Xây Dựng trình bày những kiến thức về công nghiệp xây dựng, về tiến bộ khoa học - công nghệ trong xây dựng, về một số vấn đề quản lí nhà nước về đầu tư xây dựng, về kinh tế đầu tư, ...",76500,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,140,,,,,
162,Biện Pháp Sử Dụng Tư Liệu Gốc Trong Dạy Học Lịch Sử Ở Trường Phổ Thông,https://salt.tikicdn.com/cache/280x280/ts/product/ef/ba/40/1af30825445ae132481f07d50d2f6802.png,Đại học – cao đẳng – thcn,TS. Nguyễn Văn Ninh,"Đổi mới phương pháp dạy học Lịch Sửu nói chung, đổi mới phương pháp sử dụng tư liệu gốc nói riêng trong dạy học Lịch Sử ở trường phổ thông sẽ đáp ứng yêu cầu cải cách giáo dục ở Việt Nam hiện nay.Cuố...",77400,Trung Tâm Kinh Doanh Xuất Bản Và Phát Hành Sách,,,Bìa mềm,242,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
163,Cơ Học Đất (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/b8/d9/51/bd18fa1993a75f293809fe0fb7506276.jpg,Đại học – cao đẳng – thcn,"Lê Xuân Mai,Đỗ Hữu Đạo","Cơ Học ĐấtCơ học đất là môn học cơ sở, là tài liệu tham khảo cho sinh viên các Ngành Xây dựng, Cầu đường, Thủy lợi thuộc các trường đại học kỹ thuật. Đồng thời tài liệu này giúp cho các học viên cao ...",110200,NHÀ XUẤT BẢN XÂY DỰNG,2020-06-05 00:00:00,19 x 27 cm,Bìa mềm,320,Nhà Xuất Bản Xây Dựng,,,,
164,Giáo Trình Tua Bin,https://salt.tikicdn.com/cache/280x280/ts/product/46/3c/0b/f3d97284930b9153a1425d743a053cd5.jpg,Đại học – cao đẳng – thcn,Trần Thanh Sơn,"Giáo trình tua bin được biên soạn nhằm đáp ứng nhu cầu học tập , nghiên cứu của sinh viên chuyên ngành nhiệt , điện và các ngành kỹ thuật khác . Cuốn sách này cung cấp những kiến thức cơ bản và mới nh...",88200,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,182,,,,,
165,Giáo Trình Ứng Dụng Cơ Học Trong Kỹ Thuật,https://salt.tikicdn.com/cache/280x280/ts/product/e5/61/42/a4a2dd9a40fe135662525a4512d91b33.jpg,Đại học – cao đẳng – thcn,Nguyễn Quang Vinh,Nội dung cuốn sách nhằm cung cấp những kiến thức cơ bản nhất về cơ học và những ứng dụng kỹ thuật của nó cho sinh viên các trường đại học kỹ thuật và công nghệ. Mời các bạn cùng tham khảo....,99000,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,215,,,,,
